review,rating
"We have recently visited Cytecare hospital for my family member health issue and treatment for the same.Would like to highlight 1 thing especially apart from the Consultation and treatment provided by Cytecare doctor, we really Appreciate the efforts and the care taken by Neethi is commendable.Neethi is very supportive in terms of guidance to the patient during consultation and visit to the Cytecare hospital. She is highly professional during our interactions in terms of guidance, reports and appointment booking process.Once again, we would like to thank Cytecare hospital for providing us the best experience during our visit and treatment.Thank you??.",5
Im consuting first time for my complete health check up...im honorable about hospital staff... Doctor DR. Suhas MS...,5
Good hospital,4
"This hospital dont even deserve a rating I would like to rate 0/10 because the way they give wrong treatment to patient is miserable. Because i can assure any1 that if some1 gets admitted to this hospital soon they gonna die , but they mind wash your brain like anything and after wasting 25 lakhs of amount, our family member is no more . So beware before you join such kind of scamming hospitals . If we would have taken to government hospital they would have treated well . But god will not spare them , they will face there karma and I will curse this hospital should close soon . Stop wasting your m1y and there are many other best hospitals in Bangalore and I swear to god these people deserve to be in hell .",1
Nice care in cyte care hospital very good staff in radiology department spl thanks to my lovely staff sister sabeeha I know her from long back such a professional staff explained the procedure with smile ?? and thanks to her Martina bhavani and pet ct staff,5
Good experience overall nice,5
Facility Staff everything is very good staff is very curtious friendly helpful,5
"""My mother admitted for breast surgery under Dr Poovamma. We had a wonderful experience here . I highly recommend this hospital for its exceptional service and top-notch treatment. The staff is incredibly attentive and the medical care my mother received was outstanding. Greateful for the expertise and kindness of the entire team of cytecare.Special thanks to Dr Poovamma, Dr punyashree, Dr Rashmi, Dr Dinesh and his team .Thanks to Dr suhas , Dr vybhav, Dr nikhil, Dr Sai Baba .Thanks to women OPD staff nithi, carunya , sumana .4A staffs - simi, Ashwini, rinki rajaram, mercy, reshma(intern) , Ganguly (intern ),OT staffs- Gayathri , Israel , anjana and bhagya(PCA) .Patient service team - pranithaBilling team - Mr vasanth and his team .5 star without doubt to all ! """".""",5
Thank you Dr Poovamma for treating me well. Highly recommend. Thanks Neethi for your help,5
Doctor helped me in finding the problem correctly and the medicine given worked well.,5
Well experienced staff and taken good care .,5
Good looking,5
Excellent service by radiation onco team,5
Superb hospital and excellent service provided by the entire staff..want to thank the radiation department Ashitha and Naveen for coordinating and guiding us so well throughout..The chemotherapy day care suite was also excellent with proper guidance and care from every1.EXCELLENT cancer hospital in bangalore and I would recommend this to every1,5
I visted this hospital for pet ct team is very good and good communication thanks to sabeeha who inserted the canula very smoothly tq dear and reception martina thank u all,5
Cytecare is home to the most helpful and cooperating staffs out there. And I felt that many times.My gratitude to Sabiha and bhwani for helping my mother during a Petscan. The overall experience was soothing for her.,5
I came to pet CT under dr akshay for treatment so nice care in pet CT department staff thank u all staff and sabeeha for good canualization and service ur providing and her communication is very good thank I dear and pca bhavani,5
"I am very happy with the treatment. Dr. Suhas treated me with so much attention and I appreciate all the staff nurses who gave me so much care. Specially pallavi sister, omika sister, Roja sister, ganavi sister and intern Samridh. Thank you so much to all .",5
It's homely kind of experience and the treatment was very good.,5
I am satisfied with cytecare hospital caring...,5
Excellent,5
Wonderful place! Highly recommended! Pet ct department - and the doctors and staff both looked after us beautifully!and professional This is 1 of the best cancer hospitals any where in the world! Thank u team sabeeha from nursing and billing martina and asiya pca bhavani thanks to allAnd thanks for treating me dr Akshay kudpaje ur the best doctor,5
"All staff are good,Dr Harish and Dr Poovama was very good Thanks to all",5
Good  defnetly recomendeing for others thanks to all,5
Well trained staff - met Bhavani and Sabeeha today in the PET CT department.Excellent doctor - Poovamma CU,5
We are very happy the treatment and all the service we got from cytecare hospital. Specially I would like to thank Ruchira for organising everything time to time and she always responds. 24/7 she is in contact with us. Dr Surendra Reddy and Dr Prasad Narayanan are very kind and helpful they have explain everything very detailed. Nurse are very helpful and kind especially radiology and chemo suits all staff. The best thing I have experienced is when I came out from airport arrival I saw hospital staff are waiting for us to drop our hotel. And on that date onwards all the medical trips are arranged by hospital vehicle. Once again I would like to thank especially Ruchira and all the cytecare staffs who gave us extra ordinary care and kindness,5
